word,stem,lemma
unhidden,unhidden,unhidden
unhold,unhold,unhold
unholy,unholi,unholy
unhoped,unhop,unhoped
unhopefull,unhopeful,unhopefull
unhorse,unhors,unhorse
unhospitable,unhospit,unhospitable
unhouse,unhous,unhouse
unhousel,unhousel,unhousel
unhurtful,unhurt,unhurtful
unicorn,unicorn,unicorn
unicorns,unicorn,unicorns
unimproved,unimprov,unimproved
uninhabitable,uninhabit,uninhabitable
unintelligent,unintellig,unintelligent
union,union,union
unite,unit,unite
united,unit,unite
unity,uniti,unity
universal,univers,universal
universe,univers,universe
university,univers,university
unjointed,unjoint,unjointed
unjust,unjust,unjust
unjustly,unjustli,unjustly
unke,unk,unke
unkennel,unkennel,unkennel
unkept,unkept,unkept
unkind,unkind,unkind
unkindest,unkindest,unkindest
unkindly,unkindli,unkindly
unkindness,unkind,unkindness
unking,unk,unke
unkinglike,unkinglik,unkinglike
unkiss,unkiss,unkiss
unkisse,unkiss,unkisse
unknit,unknit,unknit
unknowe,unknow,unknowe
unknown,unknown,unknown
unlace,unlac,unlace
unlaid,unlaid,unlaid
unlawful,unlaw,unlawful
unlawfully,unlaw,unlawfully
unlearn,unlearn,unlearn
unlearned,unlearn,unlearn
unless,unless,unless
unlesson,unlesson,unlesson
unletter,unlett,unletter
unlettere,unletter,unlettere
unlicensed,unlicens,unlicensed
unlick,unlick,unlick
unlike,unlik,unlike
unlikely,unlik,unlikely
unlimited,unlimit,unlimited
unlineal,unlin,unlineal
unlink,unlink,unlink
unload,unload,unload
unlock,unlock,unlock
unlook,unlook,unlook
unlooked,unlook,unlooked
unloose,unloos,unloose
unlove,unlov,unlove
unloved,unlov,unlove
unluckily,unluckili,unluckily
unlucky,unlucki,unlucky
unlustrous,unlustr,unlustrous
unmade,unmad,unmade
unmake,unmak,unmake
unmanly,unmanli,unmanly
unmann,unmann,unmann
unmanner,unmann,unmanner
unmannerly,unmannerli,unmannerly
unmarried,unmarri,unmarried
unmask,unmask,unmask
unmaster,unmast,unmaster
unmatch,unmatch,unmatch
unmatchable,unmatch,unmatchable
unmatched,unmatch,unmatched
unmeasurable,unmeasur,unmeasurable
unmeet,unmeet,unmeet
unmellow,unmellow,unmellow
unmerciful,unmerci,unmerciful
unmeritable,unmerit,unmeritable
unmerite,unmerit,unmerite
unminded,unmind,unminde
unmindful,unmind,unmindful
unmingled,unmingl,unmingled
unmitigable,unmitig,unmitigable
unmitigated,unmitig,unmitigate
unmix,unmix,unmix
unmoan,unmoan,unmoan
unmove,unmov,unmove
unmoving,unmov,unmove
unmuffle,unmuffl,unmuffle
unmusical,unmus,unmusical
unmuzzle,unmuzzl,unmuzzle
unmuzzled,unmuzzl,unmuzzle
unnatural,unnatur,unnatural
unnaturally,unnatur,unnaturally
unnaturalness,unnatur,unnaturalness
unnecessarily,unnecessarili,unnecessarily
unnecessary,unnecessari,unnecessary
unneighbourly,unneighbourli,unneighbourly
unnerved,unnerv,unnerved
unnoble,unnobl,unnoble
unnote,unnot,unnote
unnoted,unnot,unnote
unnumber,unnumb,unnumber
unowed,unow,unowe
unpack,unpack,unpack
unpaid,unpaid,unpaid
unparagon,unparagon,unparagon
unparagoned,unparagon,unparagone
unparallel,unparallel,unparallel
unpardonable,unpardon,unpardonable
unparted,unpart,unparted
unpartial,unparti,unpartial
unpath,unpath,unpath
unpaved,unpav,unpave
unpeaceable,unpeac,unpeaceable
unpeg,unpeg,unpeg
unpeople,unpeopl,unpeople
unpeopled,unpeopl,unpeople
unperfectness,unperfect,unperfectness
unpin,unpin,unpin
unpink,unpink,unpink
unpitied,unpiti,unpitied
unpitifully,unpiti,unpitifully
unplagued,unplagu,unplagued
unplausive,unplaus,unplausive
unpleasant,unpleas,unpleasant
unpleased,unpleas,unplease
unpleasing,unpleas,unpleasing
unpolicie,unpolici,unpolicie
unpolish,unpolish,unpolish
unpolishe,unpolish,unpolishe
unpollute,unpollut,unpollute
unpossess,unpossess,unpossess
unpossesse,unpossess,unpossesse
unpossible,unposs,unpossible
unpractise,unpractis,unpractise
unpractised,unpractis,unpractise
unpregnant,unpregn,unpregnant
unpremeditated,unpremedit,unpremeditate
unprepared,unprepar,unprepared
unpress,unpress,unpress
unprevailing,unprevail,unprevaile
unprevented,unprev,unprevented
unprizable,unpriz,unprizable
unprized,unpriz,unprized
unprofitable,unprofit,unprofitable
unprofited,unprofit,unprofite
unproper,unprop,unproper
unproperly,unproperli,unproperly
unproportioned,unproport,unproportioned
unprovide,unprovid,unprovide
unprovided,unprovid,unprovide
unprovoke,unprovok,unprovoke
unpruned,unprun,unprune
unpublish,unpublish,unpublish
unpurged,unpurg,unpurged
unpurpose,unpurpos,unpurpose
unqualitied,unqual,unqualitied
unqueen,unqueen,unqueen
unquestion,unquest,unquestion
unquestionable,unquestion,unquestionable
unquiet,unquiet,unquiet
unquietly,unquietli,unquietly
unquietness,unquiet,unquietness
unraised,unrais,unraised
unraked,unrak,unraked
unread,unread,unread
unready,unreadi,unready
unreal,unreal,unreal
unreasonable,unreason,unreasonable
unreasonably,unreason,unreasonably
unreclaime,unreclaim,unreclaime
unreconciled,unreconcil,unreconciled
unreconciliable,unreconcili,unreconciliable
unrecounted,unrecount,unrecounted
unrecuring,unrecur,unrecure
unregarde,unregard,unregarde
unregister,unregist,unregister
unrelente,unrelent,unrelente
unrelenting,unrel,unrelenting
unremoveable,unremov,unremoveable
unremoveably,unremov,unremoveably
unreprievable,unrepriev,unreprievable
unresolved,unresolv,unresolved
unrespective,unrespect,unrespective
unrest,unrest,unrest
unrestored,unrestor,unrestored
unrestrained,unrestrain,unrestrained
unrevenge,unreveng,unrevenge
unrevenged,unreveng,unrevenged
unreverend,unreverend,unreverend
unreverent,unrever,unreverent
unreversed,unrevers,unreverse
unrewarded,unreward,unrewarde
unrighteous,unright,unrighteous
unrightful,unright,unrightful
unrip,unrip,unrip
unripe,unrip,unripe
unrivall,unrival,unrivall
unroll,unrol,unroll
unroof,unroof,unroof
unroosted,unroost,unrooste
unroot,unroot,unroot
unrough,unrough,unrough
unruly,unruli,unruly
unsafe,unsaf,unsafe
unsaluted,unsalut,unsalute
unsanctifie,unsanctifi,unsanctifie
unsanctified,unsanctifi,unsanctifie
unsatiate,unsati,unsatiate
unsatisfie,unsatisfi,unsatisfie
unsatisfied,unsatisfi,unsatisfie
unsavoury,unsavouri,unsavoury
unsay,unsay,unsay
unscalable,unscal,unscalable
unscann,unscann,unscann
unscarr,unscarr,unscarr
unschool,unschool,unschool
unscissor,unscissor,unscissor
unscorch,unscorch,unscorch
unscour,unscour,unscour
unscratch,unscratch,unscratch
unseal,unseal,unseal
unseam,unseam,unseam
unsearch,unsearch,unsearch
unseason,unseason,unseason
unseasonable,unseason,unseasonable
unseasonably,unseason,unseasonably
unseasone,unseason,unseasone
unsecret,unsecret,unsecret
unseduced,unseduc,unseduce
unseee,unsee,unseee
unseeming,unseem,unseeme
unseemly,unseemli,unseemly
unseen,unseen,unseen
unseminar,unseminar,unseminar
unseparable,unsepar,unseparable
unserviceable,unservic,unserviceable
unsettle,unsettl,unsettle
unsettled,unsettl,unsettle
unsever,unsev,unsever
unsex,unsex,unsex
unshaked,unshak,unshaked
unshaken,unshaken,unshaken
unshape,unshap,unshape
unshaped,unshap,unshape
unshapen,unshapen,unshapen
unsheathe,unsheath,unsheathe
unshout,unshout,unshout
unshown,unshown,unshown
unshrinke,unshrink,unshrinke
unshrubb,unshrubb,unshrubb
unshunnable,unshunn,unshunnable
unshunned,unshun,unshunne
unsifted,unsift,unsifted
unsightly,unsightli,unsightly
unsinew,unsinew,unsinew
unsiste,unsist,unsiste
unskilful,unskil,unskilful
unskilfully,unskil,unskilfully
unslippe,unslipp,unslippe
unsmirched,unsmirch,unsmirche
unsoil,unsoil,unsoil
unsolicite,unsolicit,unsolicite
unsorted,unsort,unsorted
unsought,unsought,unsought
unsound,unsound,unsound
unsounde,unsound,unsounde
unspeak,unspeak,unspeak
unspeakable,unspeak,unspeakable
unspeaking,unspeak,unspeaking
unsphere,unspher,unsphere
unspoke,unspok,unspoke
unspoken,unspoken,unspoken
unspotte,unspott,unspotte
unspotted,unspot,unspotted
unsquare,unsquar,unsquare
unstable,unstabl,unstable
unstaid,unstaid,unstaid
unstain,unstain,unstain
unstaine,unstain,unstaine
unstanched,unstanch,unstanched
unstate,unstat,unstate
unsteadfast,unsteadfast,unsteadfast
unstoope,unstoop,unstoope
unstringed,unstring,unstringed
unstuff,unstuff,unstuff
unsubstantial,unsubstanti,unsubstantial
unsuitable,unsuit,unsuitable
unsuite,unsuit,unsuite
unsullied,unsulli,unsullie
unsunn,unsunn,unsunn
unsure,unsur,unsure
unsured,unsur,unsured
unsuspected,unsuspect,unsuspected
unsway,unsway,unsway
unswayable,unsway,unswayable
unswear,unswear,unswear
unswept,unswept,unswept
unsworn,unsworn,unsworn
untainte,untaint,untainte
untainted,untaint,untainted
untalk,untalk,untalk
untangle,untangl,untangle
untasted,untast,untasted
untaught,untaught,untaught
untempere,untemper,untempere
untender,untend,untender
untent,untent,untent
untented,untent,untented
unthankful,unthank,unthankful
unthankfulness,unthank,unthankfulness
unthink,unthink,unthink
unthought,unthought,unthought
unthread,unthread,unthread
unthrift,unthrift,unthrift
unthrifty,unthrifti,unthrifty
untie,unti,untie
untimber,untimb,untimber
untimely,untim,untimely
untirable,untir,untirable
untired,untir,untire
untitled,untitl,untitle
unto,unto,unto
untold,untold,untold
untouch,untouch,untouch
untoward,untoward,untoward
untowardly,untowardli,untowardly
untraded,untrad,untraded
untrain,untrain,untrain
untraine,untrain,untraine
untread,untread,untread
untreasure,untreasur,untreasure
untried,untri,untried
untrimmed,untrim,untrimme
untrod,untrod,untrod
untrodden,untrodden,untrodden
untroubled,untroubl,untroubled
untrue,untru,untrue
untrussing,untruss,untrussing
untruth,untruth,untruth
untune,untun,untune
untuneable,untun,untuneable
untuned,untun,untune
untutor,untutor,untutor
untwine,untwin,untwine
unurge,unurg,unurge
unused,unus,unused
unusual,unusu,unusual
unvalue,unvalu,unvalue
unvanquish,unvanquish,unvanquish
unvarnish,unvarnish,unvarnish
unveil,unveil,unveil
unvenerable,unvener,unvenerable
unvex,unvex,unvex
unviolable,unviol,unviolable
unviolate,unviol,unviolate
unvirtuous,unvirtu,unvirtuous
unvisite,unvisit,unvisite
unvulnerable,unvulner,unvulnerable
unware,unwar,unware
unwarily,unwarili,unwarily
unwash,unwash,unwash
unwashe,unwash,unwashe
unwatch,unwatch,unwatch
unwe,unw,unwe
unwearied,unweari,unwearie
unwedgeable,unwedg,unwedgeable
unweede,unweed,unweede
unweighe,unweigh,unweighe
unweighed,unweigh,unweighe
unwelcome,unwelcom,unwelcome
unwept,unwept,unwept
unwhipp,unwhipp,unwhipp
unwholesome,unwholesom,unwholesome
unwieldy,unwieldi,unwieldy
unwilligness,unwillig,unwilligness
unwilling,unwil,unwilling
unwillingly,unwillingli,unwillingly
unwillingness,unwilling,unwillingness
unwind,unwind,unwind
unwipe,unwip,unwipe
unwise,unwis,unwise
unwisely,unwis,unwisely
unwish,unwish,unwish
unwished,unwish,unwished
unwitte,unwitt,unwitte
unwittingly,unwittingli,unwittingly
unwonte,unwont,unwonte
unworthi,unworthi,unworthi
unworthier,unworthi,unworthier
unworthily,unworthili,unworthily
unworthiness,unworthi,unworthiness
unworthy,unworthi,unworthy
unwrung,unwrung,unwrung
unyoke,unyok,unyoke
unyoked,unyok,unyoked
upbraid,upbraid,upbraid
upbraided,upbraid,upbraid
upbraiding,upbraid,upbraid
upbraids,upbraid,upbraid
uphoarde,uphoard,uphoarde
uphold,uphold,uphold
upholdeth,upholdeth,upholdeth
upholds,uphold,uphold
uplift,uplift,uplift
uplifted,uplift,uplifted
upmost,upmost,upmost
upon,upon,upon
upper,upper,upper
uprear,uprear,uprear
upreared,uprear,upreare
upright,upright,upright
uprighteously,upright,uprighteously
uprightness,upright,uprightness
uprise,upris,uprise
uprising,upris,uprise
uproar,uproar,uproar
upshoot,upshoot,upshoot
upshot,upshot,upshot
upside,upsid,upside
upstairs,upstair,upstairs
upstart,upstart,upstart
upturned,upturn,upturned
upward,upward,upward
upwards,upward,upwards
urchin,urchin,urchin
urchinfield,urchinfield,urchinfield
urg,urg,urg
urge,urg,urge
urgent,urgent,urgent
urgest,urgest,urg
urinal,urin,urinal
urinals,urin,urinal
urine,urin,urine
urn,urn,urn
ursa,ursa,ursa
ursula,ursula,ursula
urswick,urswick,urswick
usage,usag,usage
usance,usanc,usance
use,use,use
useful,use,useful
useless,useless,useless
user,user,user
useth,useth,useth
usher,usher,usher
usual,usual,usual
usually,usual,usually
usure,usur,usure
usurer,usur,usurer
usurie,usuri,usurie
usurp,usurp,usurp
usurpation,usurp,usurpation
usurped,usurp,usurped
usurper,usurp,usurper
usurping,usurp,usurping
usurpingly,usurpingli,usurpingly
usurps,usurp,usurp
usury,usuri,usury
utensil,utensil,utensil
utility,util,utility
utmost,utmost,utmost
utter,utter,utter
utterance,utter,utterance
uttereth,uttereth,uttereth
uttering,utter,utter
utterly,utterli,utterly
uttermost,uttermost,uttermost
utters,utter,utter
vacancy,vacanc,vacancy
vacant,vacant,vacant
vacation,vacat,vacation
vagabond,vagabond,vagabond
vagram,vagram,vagram
vagrom,vagrom,vagrom
vail,vail,vail
vaile,vail,vaile
vailed,vail,vaile
vaillant,vaillant,vaillant
vain,vain,vain
vainer,vainer,vainer
vainly,vainli,vainly
vainness,vain,vainness
vais,vai,vais
valance,valanc,valance
valde,vald,valde
vale,vale,vale
valence,valenc,valence
valentine,valentin,valentine
valentinus,valentinu,valentinus
valentio,valentio,valentio
valeria,valeria,valeria
valerius,valeriu,valerius
valiant,valiant,valiant
valiantly,valiantli,valiantly
valiantness,valiant,valiantness
validity,valid,validity
valley,valley,valley
valorous,valor,valorous
valour,valour,valour
valourously,valour,valourously
valuation,valuat,valuation
value,valu,value
valueless,valueless,valueless
van,van,van
vane,vane,vane
vanish,vanish,vanish
vanishe,vanish,vanishe
vanishest,vanishest,vanishest
vanity,vaniti,vanity
vanquish,vanquish,vanquish
vanquisher,vanquish,vanquisher
vanquishest,vanquishest,vanquish
vanquisheth,vanquisheth,vanquisheth
vantage,vantag,vantage
vantbrace,vantbrac,vantbrace
vapians,vapian,vapian
vaporous,vapor,vaporous
vapour,vapour,vapour
vapours,vapour,vapour
vara,vara,vara
vari,vari,vari
variable,variabl,variable
variance,varianc,variance
variation,variat,variation
varied,vari,varied
variety,varieti,variety
varld,varld,varld
varlet,varlet,varlet
varletry,varletri,varletry
varletto,varletto,varletto
varnish,varnish,varnish
varrius,varriu,varrius
varro,varro,varro
vary,vari,vary
vassal,vassal,vassal
vassalage,vassalag,vassalage
vast,vast,vast
vastidity,vastid,vastidity
vasty,vasti,vasty
vat,vat,vat
vater,vater,vater
vaudemont,vaudemont,vaudemont
vaughan,vaughan,vaughan
vault,vault,vault
vaultage,vaultag,vaultage
vaulty,vaulti,vaulty
vaumond,vaumond,vaumond
vaunt,vaunt,vaunt
vaunted,vaunt,vaunt
vaunter,vaunter,vaunter
vauntingly,vauntingli,vauntingly
vauvado,vauvado,vauvado
vaux,vaux,vaux
vaward,vaward,vaward
veal,veal,veal
vede,vede,vede
vegetive,veget,vegetive
vehemence,vehem,vehemence
vehemency,vehem,vehemency
vehement,vehement,vehement
vehor,vehor,vehor
veil,veil,veil
vein,vein,vein
veins,vein,vein
vell,vell,vell
velure,velur,velure
velutus,velutu,velutus
velvet,velvet,velvet
vendible,vendibl,vendible
venerable,vener,venerable
venereal,vener,venereal
venetia,venetia,venetia
venetian,venetian,venetian
veney,veney,veney
venge,veng,venge
vengeance,vengeanc,vengeance
vengeful,veng,vengeful
veni,veni,veni
venial,venial,venial
venice,venic,venice
venison,venison,venison
venit,venit,venit
venom,venom,venom
venomous,venom,venomous
venomously,venom,venomously
vent,vent,vent
ventage,ventag,ventage
ventidius,ventidiu,ventidius
ventricle,ventricl,ventricle
venture,ventur,venture
ventures,ventur,venture
venturous,ventur,venturous
venue,venu,venue
venus,venu,venus
venuto,venuto,venuto
ver,ver,ver
verb,verb,verb
verba,verba,verba
verbal,verbal,verbal
verbatim,verbatim,verbatim
verbosity,verbos,verbosity
verbs,verb,verbs
verdict,verdict,verdict
verdun,verdun,verdun
verdure,verdur,verdure
vere,vere,vere
verge,verg,verge
verger,verger,verger
veri,veri,veri
verier,verier,verier
veriest,veriest,veriest
verify,verifi,verify
verily,verili,verily
veritable,verit,veritable
verite,verit,verite
verity,veriti,verity
vermin,vermin,vermin
vernon,vernon,vernon
verole,verol,verole
verona,verona,verona
veronesa,veronesa,veronesa
versal,versal,versal
verse,vers,verse
verses,vers,verse
versing,vers,verse
vert,vert,vert
vesper,vesper,vesper
vessel,vessel,vessel
vessels,vessel,vessel
vestal,vestal,vestal
vestment,vestment,vestment
vesture,vestur,vesture
vetch,vetch,vetch
vetche,vetch,vetche
veux,veux,veux
vex,vex,vex
vexation,vexat,vexation
vexe,vex,vexe
vexeth,vexeth,vexeth
vherefore,vherefor,vherefore
via,via,via
vial,vial,vial
viand,viand,viand
vicar,vicar,vicar
vice,vice,vice
vicegerent,viceger,vicegerent
viceroy,viceroy,viceroy
vici,vici,vici
vicious,viciou,vicious
viciousness,vicious,viciousness
victor,victor,victor
victorious,victori,victorious
victory,victori,victory
victress,victress,victress
victual,victual,victual
victuall,victual,victuall
vide,vide,vide
videlicet,videlicet,videlicet
videlicit,videlicit,videlicit
video,video,video
videsne,videsn,videsne
vidi,vidi,vidi
vie,vie,vie
vienna,vienna,vienna
view,view,view
viewest,viewest,viewest
vieweth,vieweth,vieweth
viewless,viewless,viewless
vigil,vigil,vigil
vigilance,vigil,vigilance
vigilant,vigil,vigilant
vigitant,vigit,vigitant
vigour,vigour,vigour
vii,vii,vii
viii,viii,viii
vile,vile,vile
vilely,vile,vilely
vileness,vile,vileness
viler,viler,viler
vilest,vilest,vilest
vill,vill,vill
village,villag,village
villager,villag,villager
villagery,villageri,villagery
villain,villain,villain
villaine,villain,villaine
villainie,villaini,villainie
villainous,villain,villainous
villanie,villani,villanie
villanous,villan,villanous
villanously,villan,villanously
villany,villani,villany
villiago,villiago,villiago
villiando,villiando,villiando
vinaigre,vinaigr,vinaigre
vincentio,vincentio,vincentio
vincere,vincer,vincere
vincetino,vincetino,vincetino
vindicative,vindic,vindicative
vine,vine,vine
vinegar,vinegar,vinegar
vinewedst,vinewedst,vinewedst
vineyard,vineyard,vineyard
vineyards,vineyard,vineyard
vintner,vintner,vintner
viol,viol,viol
viola,viola,viola
violate,violat,violate
violation,violat,violation
violator,violat,violator
violence,violenc,violence
violent,violent,violent
violenta,violenta,violenta
violenteth,violenteth,violenteth
violently,violent,violently
violet,violet,violet
viper,viper,viper
viperous,viper,viperous
vir,vir,vir
virgilia,virgilia,virgilia
virgin,virgin,virgin
virginal,virgin,virginal
virginalle,virginal,virginalle
virginity,virgin,virginity
virginius,virginiu,virginius
virgins,virgin,virgin
virgo,virgo,virgo
virtue,virtu,virtue
virtues,virtu,virtue
virtuous,virtuou,virtuous
virtuously,virtuous,virtuously
visage,visag,visage
